student_id,major,age,gender,prior_gpa,credits_failed_pct,financial_aid,tuition_status,graduated
50858,Computer Science,27,Male,2.59,0.3071544818132496,Student Loan,Paid,1
43480,Business,31,Male,3.83,0.19799621392345815,Student Loan,Paid,1
34199,Mathematics,19,Female,3.92,0.6522357876471715,Private Scholarship,Paid,0
82953,Mathematics,29,Male,2.8,0.1435574118273324,Private Scholarship,Paid,1
24943,CompSci,22,Male,3.95,0.4174907249972785,Student Loan,Paid,0
38112,Arts,22,Prefer not to say,3.94,0.08022279914221625,Student Loan,Paid,1
57667,CompSci,28,Female,3.15,0.13539743203485213,Private Scholarship,Deferred,1
70754,CompSci,31,Male,2.77,0.1393393218151873,Private Scholarship,Paid,1
71933,Mathematics,27,Male,2.21,0.06441916903436493,Federal Grant,Paid,1
14645,CS,33,Female,3.11,0.09153514119785944,Private Scholarship,Paid,1
21436,Computer Science,23,Male,3.67,0.06638219769673333,Federal Grant,Paid,1
21863,Mathematics,23,Female,2.79,0.44677710680570537,No Aid,Paid,0
85421,CompSci,33,Female,3.01,0.003337459896612229,Private Scholarship,Paid,1
82950,CompSci,22,Male,2.8,0.20137241549395501,Student Loan,Deferred,1
55882,Arts,20,Female,3.41,0.03090762180047336,No Aid,Paid,1
96473,CS,21,Prefer not to say,3.1,0.19350611407769933,No Aid,Deferred,1
59196,CompSci,21,Male,3.03,0.28921976279784156,Private Scholarship,Paid,1
44516,CompSci,20,Non-binary,2.44,0.012194831283287197,No Aid,Delinquent,1
31608,Computer Science,20,Male,3.19,0.00546283945019647,Student Loan,Deferred,1
94681,CS,17,Female,2.99,0.014796552607250569,Student Loan,Paid,1
81962,Business,21,Female,3.4,0.2878911924826849,Private Scholarship,Paid,0
47557,Business,23,Male,3.26,0.09185498262777728,Private Scholarship,Deferred,1
48317,CompSci,35,Male,2.59,0.05432379478730239,Private Scholarship,Deferred,1
74520,CompSci,17,Male,3.26,0.0966103759838471,Private Scholarship,Delinquent,1
95590,Computer Science,33,Male,3.53,0.15272419514336613,Student Loan,Deferred,1
31396,Business,24,Female,3.3,0.0853538792904658,Private Scholarship,Delinquent,1
84154,CS,18,Male,3.0,0.4457134991523096,Federal Grant,Paid,1
69362,CS,36,Female,3.32,0.09360712050329956,Student Loan,Deferred,1
98559,Mathematics,24,Male,2.95,0.3085420885089903,Federal Grant,Paid,1
78101,Arts,25,Male,2.68,0.05734202965938243,Private Scholarship,Delinquent,1
71227,Mathematics,17,Male,3.24,0.07346676329762956,Student Loan,Paid,1
46442,CS,24,Female,2.04,0.18410417297186052,Private Scholarship,Paid,1
14891,Mathematics,22,Male,2.19,0.0664987480988653,Federal Grant,Paid,1
69373,Arts,20,Male,2.37,0.48351104754729923,Federal Grant,Paid,0
21550,Arts,22,Female,3.96,0.04708973052475629,Student Loan,Deferred,1
84436,Computer Science,21,Female,2.57,0.03936098145050582,Student Loan,Paid,1
72610,CompSci,17,Male,3.0,0.12324617442800173,No Aid,Deferred,1
85845,CS,18,Female,3.14,0.3853289245808046,No Aid,Paid,0
42289,Business,19,Male,2.03,0.2135616289377484,Private Scholarship,Paid,1
35400,Business,24,Female,2.15,0.19410910166070594,Private Scholarship,Deferred,1
95846,CS,23,Female,2.31,0.11651896763526519,No Aid,Paid,1
80958,Mathematics,22,Male,2.44,0.1371405554791425,Federal Grant,Deferred,1
49225,Mathematics,21,Female,2.15,0.11950124917492723,No Aid,Paid,1
63869,CS,19,Female,3.3,0.03654135299566373,No Aid,Delinquent,1
91234,CS,21,Female,2.24,0.11499286889678587,Private Scholarship,Paid,1
98436,CS,25,Female,3.79,0.2900638702998039,Student Loan,Deferred,1
41591,Computer Science,19,Female,3.01,0.2752961586222428,Private Scholarship,Paid,1
53383,Business,19,Male,2.37,0.18689256024325768,Student Loan,Paid,1
14492,Computer Science,34,Female,2.46,0.013979526241259286,Federal Grant,Paid,1
99481,Arts,24,Female,3.29,0.18437862270935101,No Aid,Delinquent,1
32767,Computer Science,34,Female,2.23,0.060216329836296975,Federal Grant,Paid,1
80362,CompSci,24,Male,2.09,0.19046011293055,No Aid,Paid,1
64873,Computer Science,31,Male,3.6,0.1271915372912583,Federal Grant,Paid,1
82562,Arts,21,Male,5.5,0.026781674993489456,Student Loan,Paid,1
14643,Business,19,Female,3.7,0.08471031907783458,No Aid,Deferred,1
20238,Mathematics,23,Male,3.9,0.09936070047628795,No Aid,Paid,1
84146,Business,18,Male,2.91,0.007765194283425572,Federal Grant,Paid,1
27635,CS,17,Male,2.61,0.2815675223043053,Student Loan,Paid,1
97554,Arts,28,Female,2.74,0.6369332572581485,Federal Grant,Paid,0
37607,CS,19,Female,3.79,0.1180672225180523,Student Loan,Paid,1
99820,CS,19,Male,4.0,0.1459462826514108,Federal Grant,Paid,1
99034,Computer Science,24,Female,2.76,0.5873898814593421,Private Scholarship,Paid,0
15641,Arts,23,Male,3.93,0.20723932429940597,Student Loan,Paid,1
55407,CompSci,24,Male,3.01,0.08470780495014511,Private Scholarship,Delinquent,1
77888,Mathematics,22,Female,2.07,0.03922727062496304,Federal Grant,Deferred,1
24085,Computer Science,17,Male,2.41,0.17846216839933207,Student Loan,Paid,1
68709,CS,21,Female,2.77,0.028949591672000365,Federal Grant,Paid,1
13233,Business,27,Male,2.71,0.21132586806142176,No Aid,Paid,1
20942,CS,24,Female,3.63,0.00199244628456511,Private Scholarship,Paid,1
12913,Business,23,Female,3.57,0.20926614207550578,Student Loan,Paid,1
59213,Mathematics,33,Male,2.25,0.0647073618453072,Private Scholarship,Paid,1
96952,CS,23,Male,5.5,0.3251277415782662,Federal Grant,Paid,1
40417,Arts,26,Male,3.42,0.13607565589665319,Federal Grant,Paid,1
23393,Arts,22,Female,2.85,0.0691114834571835,Student Loan,Paid,1
92374,Mathematics,21,Male,2.34,0.16949511342716145,Private Scholarship,Deferred,1
63650,CS,23,Male,2.17,0.05736832751006505,No Aid,Deferred,1
73117,CS,19,Female,2.43,0.32936798548682295,Student Loan,Deferred,0
39366,Business,24,Male,3.92,0.033505324068338865,No Aid,Deferred,1
99179,CompSci,20,Male,2.17,0.31465350509921064,Private Scholarship,Deferred,0
44938,Arts,26,Male,3.1,0.27951251086697404,Student Loan,Paid,0
29794,Business,17,Male,2.05,0.42221326012450716,Federal Grant,Deferred,0
42051,Computer Science,20,Male,3.81,0.15317770595746705,,Deferred,1
90630,Mathematics,20,Male,3.02,0.0029003659889744204,Private Scholarship,Paid,1
62103,Mathematics,20,Male,3.87,0.14245455454741385,No Aid,Paid,1
82344,CompSci,23,Male,2.65,0.18520637898949785,Private Scholarship,Paid,1
71225,CS,21,Male,2.81,0.08767992966833717,Private Scholarship,Paid,1
61396,Mathematics,18,Female,3.5,0.3890651699779367,Student Loan,Paid,0
25463,CompSci,22,Female,3.88,0.1482578645694242,Student Loan,Delinquent,1
38021,Computer Science,20,Female,2.28,0.06787437148528078,Private Scholarship,Paid,1
64809,Mathematics,23,Female,2.8,0.19409336361474236,No Aid,Paid,1
70967,Computer Science,22,Male,3.94,0.2001619478718561,Private Scholarship,Deferred,1
99196,Arts,23,Male,2.65,0.14610085975708198,Private Scholarship,Deferred,1
43101,Business,35,Female,3.87,0.18733501128443153,Private Scholarship,Paid,1
70547,Mathematics,24,Male,3.24,0.1944564331054424,Federal Grant,Paid,1
38863,Mathematics,35,Male,2.96,0.0035705035827094628,Private Scholarship,Paid,1
58059,CS,23,Male,2.66,0.2729805367624237,Federal Grant,Deferred,1
36871,Computer Science,20,Male,3.02,0.005719625789222607,No Aid,Paid,1
58647,Business,21,Male,3.31,0.020188956367256393,No Aid,Paid,1
94492,CompSci,21,Female,3.42,0.3037777186393205,No Aid,Paid,1
81020,Business,20,Male,2.15,0.23902196547587928,Private Scholarship,Paid,1
95873,Mathematics,20,Male,3.28,0.0706135853931152,Federal Grant,Paid,1
49755,Arts,19,Female,3.78,0.1421994128320636,Private Scholarship,Paid,1
45412,Computer Science,45,Male,2.85,0.24867138326254404,No Aid,Paid,1
33313,Mathematics,29,Male,2.5,0.20363660395650512,Student Loan,Paid,1
11956,CompSci,18,Male,3.4,0.1040087542293019,,Delinquent,1
65703,CompSci,24,Male,2.23,0.07602878546048174,Private Scholarship,Paid,1
22725,Mathematics,22,Male,3.87,0.639628126481562,Student Loan,Deferred,0
21930,Arts,20,Non-binary,3.03,0.006911154277162951,No Aid,Paid,1
26898,Mathematics,24,Male,3.32,0.48879193632745443,Federal Grant,Deferred,0
39459,Mathematics,20,Male,2.7,0.3352681667078094,Student Loan,Paid,1
69329,Computer Science,19,Non-binary,2.86,0.3686425175938282,Federal Grant,Paid,0
63904,CS,23,Female,3.15,0.18922643646759538,Student Loan,Paid,1
46829,CompSci,25,Male,3.97,0.6437550984286635,Private Scholarship,Paid,0
70168,Computer Science,21,Male,3.4,0.15432576668871512,Federal Grant,Deferred,1
66346,CompSci,23,Female,3.87,0.13510451507026985,No Aid,Delinquent,1
38046,Mathematics,27,Female,3.91,0.22824591988637857,No Aid,Paid,1
17726,CompSci,27,Female,3.56,0.08277749139325566,No Aid,Paid,1
67945,Arts,23,Non-binary,2.08,0.35387907605932967,Student Loan,Paid,0
49848,Arts,24,Male,2.54,0.3077317707214566,No Aid,Paid,1
11738,Arts,22,Male,3.61,0.24251794528794896,No Aid,Delinquent,1
82924,Business,21,Female,2.03,0.4036450088890974,Student Loan,Paid,0
70316,CompSci,23,Female,2.97,0.1695072867504612,Federal Grant,Paid,1
49964,Arts,39,Male,3.53,0.12919113007194932,Private Scholarship,Delinquent,1
26269,Business,20,Female,3.86,0.6598740833978042,No Aid,Paid,0
50622,Computer Science,18,Male,2.88,0.1548237417953149,No Aid,Paid,1
53485,Computer Science,20,Female,3.66,0.3401113626394791,No Aid,Paid,1
44917,Arts,26,Male,2.91,0.4655458396700035,Private Scholarship,Paid,0
54806,Business,21,Female,2.29,0.1756426333708335,Private Scholarship,Paid,1
55442,CompSci,25,Male,2.91,0.1651790310630291,Private Scholarship,Paid,1
44144,Arts,23,Female,2.88,0.011295863325305577,Federal Grant,Paid,1
64744,Computer Science,29,Male,3.05,0.10063703121204709,Student Loan,Paid,1
58914,CompSci,20,Non-binary,3.86,0.0024812577992003072,No Aid,Delinquent,1
41091,CS,17,Male,3.24,0.2250600813839391,Student Loan,Paid,1
18774,Arts,20,Male,2.18,0.07325515381833911,Student Loan,Paid,1
71060,CS,17,Male,2.86,0.4349335725604853,No Aid,Paid,0
77327,Arts,23,Female,5.5,0.14359565789409048,No Aid,Paid,1
23800,Business,32,Male,3.65,0.5235388605623,Student Loan,Paid,0
21796,Business,26,Male,3.03,0.06563915157500616,Federal Grant,Delinquent,1
76289,CompSci,18,Female,2.86,0.07484385104037691,No Aid,Deferred,1
71412,CS,19,Male,2.27,0.06799991621389588,No Aid,Paid,1
89247,CS,21,Male,3.56,0.033981985838983805,No Aid,Deferred,1
74545,Business,20,Female,3.54,0.1042036364447612,Private Scholarship,Paid,1
25351,Mathematics,20,Female,2.4,0.1517529082945645,Student Loan,Paid,1
90970,CompSci,20,Male,3.32,0.032068184330644754,Federal Grant,Paid,1
32657,CompSci,22,Female,2.17,0.09825053928054343,Federal Grant,Paid,1
81298,Computer Science,21,Female,3.16,0.03139140157057225,No Aid,Paid,1
78298,Business,21,Female,3.09,0.04837205001670932,No Aid,Deferred,1
53615,Computer Science,18,Male,2.25,0.09371440413507968,Private Scholarship,Paid,1
33692,Mathematics,31,Female,3.33,0.004277905482876193,No Aid,Paid,1
38665,Computer Science,37,Male,2.17,0.19436343174587473,No Aid,Paid,1
10347,Mathematics,27,Male,3.63,0.0757078549804378,Student Loan,Deferred,1
79068,Computer Science,24,Male,2.3,0.20003228067667175,Student Loan,Paid,1
65057,Business,20,Male,2.85,0.09102713383520764,Private Scholarship,Deferred,1
75243,Mathematics,17,Non-binary,3.7,0.032217415308845455,Federal Grant,Paid,1
48290,CompSci,19,Female,2.13,0.24114165815939217,No Aid,Paid,1
80723,Business,20,Female,3.6,0.15696360717579905,No Aid,Deferred,1
36779,Business,23,Male,3.49,0.09992728432436274,,Deferred,1
13242,Arts,20,Male,2.58,0.06766889061147559,Private Scholarship,Deferred,1
27146,CS,24,Female,3.79,0.38900709091975355,Student Loan,Paid,1
90328,CompSci,17,Male,3.83,0.06072097758630394,No Aid,Paid,1
80890,Computer Science,18,Female,3.46,0.05630596339245846,Federal Grant,Delinquent,1
51636,Business,47,Female,3.65,0.23445191817627883,Federal Grant,Paid,1
55230,Computer Science,22,Female,2.29,0.048376326281201594,Private Scholarship,Paid,1
27436,Business,23,Non-binary,2.88,0.4385393390947211,No Aid,Paid,0
89840,CompSci,22,Female,3.94,0.16936359916586466,Student Loan,Paid,1
39551,Business,24,Male,2.19,0.007173731490045076,Federal Grant,Paid,1
89017,Computer Science,23,Male,2.83,0.019805852334787922,Private Scholarship,Paid,1
22950,Computer Science,20,Female,3.92,0.2544123349766939,Federal Grant,Delinquent,1
99803,CompSci,28,Female,3.17,0.1940667453834319,Student Loan,Deferred,1
54167,Computer Science,18,Male,2.06,0.12990806283285533,Student Loan,Deferred,1
67322,Mathematics,23,Male,3.7,0.05687070126967862,Federal Grant,Paid,1
58782,Business,20,Female,2.65,0.016339650262652237,No Aid,Delinquent,1
81791,Mathematics,23,Male,2.07,0.14629585334733736,Federal Grant,Deferred,1
25644,CS,36,Female,3.66,0.026850394539419446,Federal Grant,Deferred,1
18768,CS,21,Male,3.49,0.5765159393909053,Private Scholarship,Deferred,0
34585,Arts,24,Male,3.06,0.6892825508824466,Student Loan,Delinquent,0
12449,Arts,21,Female,2.73,0.4449449568129497,Federal Grant,Paid,0
89005,Business,24,Female,3.52,0.1082615233095441,No Aid,Paid,1
42480,Computer Science,20,Female,3.2,0.16402691398752642,Federal Grant,Paid,1
58027,CompSci,28,Male,2.47,0.005346454584277861,No Aid,Deferred,1
58488,CS,23,Male,3.76,0.33264622499224245,No Aid,Paid,1
60059,Computer Science,19,Male,3.07,0.06533119336358281,Student Loan,Deferred,1
54718,Arts,31,Female,3.72,0.05484858820037758,No Aid,Paid,1
40405,CompSci,17,Female,2.17,0.09269774153765545,Federal Grant,Deferred,1
24956,Business,38,Female,2.46,0.2855300032921921,Federal Grant,Paid,1
86085,Computer Science,18,Male,2.63,0.21131617363298788,Private Scholarship,Paid,1
84891,Mathematics,22,Male,3.69,0.06036402463971591,No Aid,Deferred,1
24904,Business,25,Female,3.74,0.06294648973784656,Student Loan,Paid,1
72033,CS,29,Female,3.54,0.2151056322101848,No Aid,Paid,1
97418,Business,23,Male,3.17,0.05745099593392587,Private Scholarship,Paid,1
55191,Business,22,Female,2.91,0.09331539499195277,Private Scholarship,Delinquent,1
61637,CompSci,20,Female,2.19,0.06284051863303715,Private Scholarship,Deferred,1
77341,CS,33,Female,3.31,0.041644685518309486,No Aid,Paid,1
70826,Arts,20,Male,3.67,0.039658459928936775,Student Loan,Deferred,1
73661,CompSci,20,Female,3.72,0.3189656152296563,Private Scholarship,Deferred,1
33011,Business,24,Female,2.48,0.10524487576013582,Private Scholarship,Paid,1
28775,Computer Science,17,Female,3.17,0.05639927673937103,No Aid,Paid,1
92319,Mathematics,22,Female,3.89,0.07609075424924894,Private Scholarship,Paid,1
61139,Mathematics,23,Female,3.71,0.0336281174317994,Student Loan,Deferred,1
77540,CompSci,25,Male,2.31,0.15246655907270742,Private Scholarship,Paid,1
26774,Computer Science,25,Male,2.78,0.018326854428810692,Private Scholarship,Delinquent,1
34735,Mathematics,21,Male,2.2,0.13606927425718565,Student Loan,Paid,1
34135,Computer Science,23,Male,3.67,0.3869847222591489,Student Loan,Deferred,1
17652,Arts,20,Female,3.21,0.05107523157181037,No Aid,Paid,1
81553,Arts,21,Female,3.4,0.08048964180449145,Federal Grant,Paid,1
59219,CompSci,20,Male,2.33,0.031219990043585576,Student Loan,Paid,1
26253,CS,20,Female,3.45,0.08058230064784863,No Aid,Paid,1
57699,Computer Science,25,Male,2.45,0.06520538167263228,Student Loan,Paid,1
61791,Computer Science,24,Non-binary,3.95,0.3197350450124725,Private Scholarship,Paid,1
72454,CS,34,Male,3.75,0.24403201944040726,Federal Grant,Delinquent,1
67337,Business,24,Male,2.03,0.443871667548697,Private Scholarship,Deferred,0
59878,Business,22,Prefer not to say,3.35,0.04918185423523347,Federal Grant,Paid,1
45387,Business,23,Female,2.67,0.13650495693957965,Federal Grant,Deferred,1
96459,CompSci,26,Female,3.37,0.1896872110210001,Student Loan,Paid,1
62255,Business,17,Male,2.35,0.272649102278498,No Aid,Deferred,1
32919,CompSci,19,Female,2.55,0.6141713854407198,Private Scholarship,Paid,0
81773,CS,21,Male,2.09,0.03740862183081962,,Paid,1
80682,Computer Science,22,Male,2.74,0.36163278101209334,Private Scholarship,Deferred,0
16423,Mathematics,19,Male,3.21,0.0059685003054272346,No Aid,Deferred,1
79901,Mathematics,22,Female,3.74,0.07774040277845651,Private Scholarship,Paid,1
50946,CompSci,19,Female,2.42,0.1018947515815005,Private Scholarship,Deferred,1
87540,CompSci,17,Male,3.76,0.11597111331551442,Federal Grant,Paid,1
52004,Arts,20,Female,3.61,0.017964858746351495,No Aid,Delinquent,1
74882,Computer Science,23,Male,3.3,0.21428367811331317,Student Loan,Delinquent,1
20213,CS,22,Non-binary,3.72,0.3833507574410406,Private Scholarship,Paid,0
31907,Computer Science,17,Male,2.65,0.13770575346606112,Private Scholarship,Paid,1
25990,Arts,22,Female,3.88,0.06037507562092454,Student Loan,Deferred,1
27713,CompSci,25,Male,2.36,0.43031573732509826,No Aid,Delinquent,0
57778,Computer Science,23,Male,3.16,0.18683399276361704,Federal Grant,Paid,1
68713,CompSci,24,Female,2.93,0.15284251147515815,No Aid,Paid,1
43652,Mathematics,22,Male,3.5,0.6242757758005271,Federal Grant,Paid,0
12946,Computer Science,23,Female,2.7,0.10089463665563123,Student Loan,Paid,1
60148,CS,20,Male,3.84,0.12104452850064887,Student Loan,Paid,1
42056,Mathematics,44,Female,2.19,5.8741184466380395e-05,Federal Grant,Paid,1
16009,CS,19,Male,3.23,0.18313909250196114,No Aid,Deferred,1
28600,CS,21,Female,2.15,0.06312637546941645,Federal Grant,Paid,1
93598,CompSci,20,Female,3.94,0.029490914935915956,No Aid,Paid,1
62925,CS,18,Male,2.4,0.038672464762104515,No Aid,Delinquent,1
61120,Arts,21,Female,3.55,0.12682715222661242,No Aid,Paid,1
44430,Business,20,Male,3.46,0.025043639725500163,Private Scholarship,Paid,1
14413,CS,20,Male,3.95,0.028032897720087158,Federal Grant,Paid,1
37123,Computer Science,24,Male,3.87,0.0351489341973536,Federal Grant,Paid,1
39389,Arts,22,Male,3.74,0.04092623495618447,Federal Grant,Paid,1
54019,CompSci,21,Female,3.29,0.11185311955434338,Private Scholarship,Paid,1
48504,CompSci,23,Female,3.04,0.19162740517079266,Federal Grant,Paid,1
48387,Arts,21,Female,2.4,0.028648825097407883,Student Loan,Paid,1
93823,Business,39,Male,3.27,0.13259904120169966,No Aid,Deferred,1
91379,CompSci,22,Male,3.43,0.16815129181755217,Private Scholarship,Paid,1
37819,CompSci,21,Female,3.89,0.3318074623150775,Federal Grant,Paid,1
13580,Mathematics,21,Non-binary,2.56,0.029782733382114585,Student Loan,Paid,1
47881,Mathematics,37,Female,2.72,0.1895164616031212,Private Scholarship,Paid,1
89375,Mathematics,24,Female,2.9,0.0625307473024382,No Aid,Paid,1
40223,Business,21,Female,3.38,0.18740223967645295,Private Scholarship,Paid,1
20930,Arts,21,Female,3.68,0.25938332169655876,Federal Grant,Deferred,1
28365,CompSci,22,Male,2.52,0.4002987324771409,No Aid,Paid,1
96025,CompSci,22,Female,3.08,0.07958793054809445,Private Scholarship,Deferred,1
12320,CompSci,19,Male,2.5,0.012074729825664297,No Aid,Paid,1
62240,CS,22,Male,2.93,0.17334241488232183,Student Loan,Paid,1
36031,CompSci,36,Female,3.87,0.19035454469847213,Federal Grant,Paid,1
66315,CompSci,20,Female,3.77,0.2535990082174093,Private Scholarship,Deferred,1
48803,Arts,24,Male,2.92,0.12300417109299258,Federal Grant,Paid,1
36985,Computer Science,18,Male,2.73,0.22859410845539666,Federal Grant,Paid,1
94753,Computer Science,27,Male,3.09,0.10547029919430365,Private Scholarship,Paid,1
49295,CompSci,19,Female,3.47,0.023839691890532092,Student Loan,Deferred,1
62391,CS,30,Female,2.23,0.06547880786621052,Federal Grant,Paid,1
88174,CS,27,Male,2.45,0.17787016937495012,Federal Grant,Paid,1
19830,Business,25,Male,2.24,0.07387782691015024,Private Scholarship,Deferred,1
13319,Business,22,Female,2.04,0.09780816240104538,Private Scholarship,Paid,1
66932,Arts,37,Female,3.57,0.2267414873887029,Federal Grant,Paid,1
52552,CompSci,19,Female,2.75,0.38580576951345474,Federal Grant,Paid,1
10980,Mathematics,22,Female,3.53,0.06920553203807418,No Aid,Delinquent,1
72991,CS,21,Male,2.99,0.48083740154617,Private Scholarship,Paid,0
56549,Mathematics,17,Male,3.37,0.13497413477413628,Federal Grant,Deferred,1
75405,Business,23,Male,3.0,0.572521675055346,No Aid,Paid,0
74861,CS,19,Non-binary,2.97,0.27992363878920345,Private Scholarship,Paid,1
78432,Mathematics,24,Male,3.77,0.3942554341098174,No Aid,Paid,0
35713,CompSci,19,Male,3.28,0.14843812584729502,Student Loan,Paid,1
13803,Mathematics,24,Male,2.22,0.43302316348653486,No Aid,Deferred,0
37998,Business,23,Male,3.14,0.006777697226875744,No Aid,Deferred,1
77304,CS,26,Male,2.28,0.01007286276826663,Private Scholarship,Paid,1
40065,CS,23,Female,3.16,0.2783957296178053,No Aid,Delinquent,1
57572,CS,21,Non-binary,3.32,0.14403870674526723,Student Loan,Paid,1
48857,CompSci,25,Female,2.39,0.6379366006769507,Student Loan,Paid,0
58832,CS,21,Male,2.32,0.2424917998059374,No Aid,Paid,1
84183,Mathematics,18,Male,2.37,0.032822569843995134,No Aid,Deferred,1
41029,Computer Science,35,Male,3.65,0.06792953515683668,Private Scholarship,Delinquent,1
22396,Arts,27,Female,2.32,0.28098658967115664,Private Scholarship,Paid,1
46805,Arts,23,Female,3.56,0.5101277761048156,Student Loan,Delinquent,0
94633,Computer Science,27,Female,2.04,0.22927878108961047,No Aid,Paid,1
50064,Arts,22,Male,3.65,0.4102571123445854,No Aid,Paid,0
50341,CompSci,22,Female,2.49,0.06283831251215909,Student Loan,Paid,1
52209,Mathematics,22,Non-binary,2.38,0.07815899020970869,Student Loan,Paid,1
77569,Arts,20,Female,3.26,0.30643358109615443,No Aid,Delinquent,1
26424,CompSci,20,Female,3.74,0.36735954020859396,Student Loan,Paid,1
27575,Computer Science,21,Female,3.43,0.1358377695432905,Private Scholarship,Paid,1
87279,Arts,33,Male,3.12,0.25073521184002473,Federal Grant,Paid,1
72724,CS,27,Male,2.48,0.005701978888195512,Federal Grant,Paid,1
45077,Computer Science,38,Female,2.82,0.3700177203780563,Student Loan,Paid,0
51523,Computer Science,21,Female,3.72,0.2283696053864893,Student Loan,Delinquent,1
90776,Computer Science,20,Male,3.6,0.39576095729750455,Federal Grant,Deferred,0
88141,CompSci,23,Female,2.44,0.0025865601191967826,Student Loan,Paid,1
76792,Business,21,Male,3.75,0.36594373403416214,Student Loan,Deferred,1
52791,CompSci,24,Female,2.48,0.13710474427153638,Private Scholarship,Paid,1
43753,Business,22,Male,3.97,0.2438382716578014,Federal Grant,Deferred,1
30985,CompSci,20,Male,3.49,0.027420272587638354,Student Loan,Paid,1
68991,Arts,30,Female,3.42,0.0577308675143881,No Aid,Paid,1
14881,Arts,18,Male,3.17,0.009149989460595895,No Aid,Paid,1
42011,Arts,22,Male,3.71,0.09166987862903979,Federal Grant,Paid,1
24041,Computer Science,42,Male,3.77,0.12045001424492455,Private Scholarship,Paid,1
99091,CS,21,Male,2.51,0.6449298777478879,No Aid,Paid,0
66939,Mathematics,20,Female,3.58,0.17336426830565121,No Aid,Paid,1
25697,Business,21,Female,2.33,0.1939383733442209,No Aid,Paid,1
15047,CompSci,19,Prefer not to say,2.79,0.26042012308995005,Student Loan,Deferred,1
25969,Arts,23,Male,3.83,0.09465313105713816,Student Loan,Deferred,1
