student_id,major,age,gender,prior_gpa,credits_failed_pct,financial_aid,tuition_status,graduated
50858,Computer Science,27,Male,2.59,0.3071544818132496,Student Loan,Paid,1
43480,Business,31,Male,3.83,0.1979962139234581,Student Loan,Paid,1
34199,Mathematics,19,Female,3.92,0.6522357876471715,Private Scholarship,Paid,0
82953,Mathematics,29,Male,2.8,0.1435574118273324,Private Scholarship,Paid,1
24943,CompSci,22,Male,3.95,0.4174907249972785,Student Loan,Paid,0
38112,Arts,22,Prefer not to say,3.94,0.0802227991422162,Student Loan,Paid,1
57667,CompSci,28,Female,3.15,0.1353974320348521,Private Scholarship,Deferred,1
70754,CompSci,31,Male,2.77,0.1393393218151873,Private Scholarship,Paid,1
71933,Mathematics,27,Male,2.21,0.0644191690343649,Federal Grant,Paid,1
14645,CS,33,Female,3.11,0.0915351411978594,Private Scholarship,Paid,1
21436,Computer Science,23,Male,3.67,0.0663821976967333,Federal Grant,Paid,1
21863,Mathematics,23,Female,2.79,0.4467771068057053,No Aid,Paid,0
85421,CompSci,33,Female,3.01,0.0033374598966122,Private Scholarship,Paid,1
82950,CompSci,22,Male,2.8,0.201372415493955,Student Loan,Deferred,1
55882,Arts,20,Female,3.41,0.0309076218004733,No Aid,Paid,1
96473,CS,21,Prefer not to say,3.1,0.1935061140776993,No Aid,Deferred,1
59196,CompSci,21,Male,3.03,0.2892197627978415,Private Scholarship,Paid,1
44516,CompSci,20,Non-binary,2.44,0.0121948312832871,No Aid,Delinquent,1
31608,Computer Science,20,Male,3.19,0.0054628394501964,Student Loan,Deferred,1
94681,CS,17,Female,2.99,0.0147965526072505,Student Loan,Paid,1
81962,Business,21,Female,3.4,0.2878911924826849,Private Scholarship,Paid,0
47557,Business,23,Male,3.26,0.0918549826277772,Private Scholarship,Deferred,1
48317,CompSci,35,Male,2.59,0.0543237947873023,Private Scholarship,Deferred,1
74520,CompSci,17,Male,3.26,0.0966103759838471,Private Scholarship,Delinquent,1
95590,Computer Science,33,Male,3.53,0.1527241951433661,Student Loan,Deferred,1
31396,Business,24,Female,3.3,0.0853538792904658,Private Scholarship,Delinquent,1
84154,CS,18,Male,3.0,0.4457134991523096,Federal Grant,Paid,1
69362,CS,36,Female,3.32,0.0936071205032995,Student Loan,Deferred,1
98559,Mathematics,24,Male,2.95,0.3085420885089903,Federal Grant,Paid,1
78101,Arts,25,Male,2.68,0.0573420296593824,Private Scholarship,Delinquent,1
71227,Mathematics,17,Male,3.24,0.0734667632976295,Student Loan,Paid,1
46442,CS,24,Female,2.04,0.1841041729718605,Private Scholarship,Paid,1
14891,Mathematics,22,Male,2.19,0.0664987480988653,Federal Grant,Paid,1
69373,Arts,20,Male,2.37,0.4835110475472992,Federal Grant,Paid,0
21550,Arts,22,Female,3.96,0.0470897305247562,Student Loan,Deferred,1
84436,Computer Science,21,Female,2.57,0.0393609814505058,Student Loan,Paid,1
72610,CompSci,17,Male,3.0,0.1232461744280017,No Aid,Deferred,1
85845,CS,18,Female,3.14,0.3853289245808046,No Aid,Paid,0
42289,Business,19,Male,2.03,0.2135616289377484,Private Scholarship,Paid,1
35400,Business,24,Female,2.15,0.1941091016607059,Private Scholarship,Deferred,1
95846,CS,23,Female,2.31,0.1165189676352651,No Aid,Paid,1
80958,Mathematics,22,Male,2.44,0.1371405554791425,Federal Grant,Deferred,1
49225,Mathematics,21,Female,2.15,0.1195012491749272,No Aid,Paid,1
63869,CS,19,Female,3.3,0.0365413529956637,No Aid,Delinquent,1
91234,CS,21,Female,2.24,0.1149928688967858,Private Scholarship,Paid,1
98436,CS,25,Female,3.79,0.2900638702998039,Student Loan,Deferred,1
41591,Computer Science,19,Female,3.01,0.2752961586222428,Private Scholarship,Paid,1
53383,Business,19,Male,2.37,0.1868925602432576,Student Loan,Paid,1
14492,Computer Science,34,Female,2.46,0.0139795262412592,Federal Grant,Paid,1
99481,Arts,24,Female,3.29,0.184378622709351,No Aid,Delinquent,1
32767,Computer Science,34,Female,2.23,0.0602163298362969,Federal Grant,Paid,1
80362,CompSci,24,Male,2.09,0.19046011293055,No Aid,Paid,1
64873,Computer Science,31,Male,3.6,0.1271915372912583,Federal Grant,Paid,1
82562,Arts,21,Male,5.5,0.0267816749934894,Student Loan,Paid,1
14643,Business,19,Female,3.7,0.0847103190778345,No Aid,Deferred,1
20238,Mathematics,23,Male,3.9,0.0993607004762879,No Aid,Paid,1
84146,Business,18,Male,2.91,0.0077651942834255,Federal Grant,Paid,1
27635,CS,17,Male,2.61,0.2815675223043053,Student Loan,Paid,1
97554,Arts,28,Female,2.74,0.6369332572581485,Federal Grant,Paid,0
37607,CS,19,Female,3.79,0.1180672225180523,Student Loan,Paid,1
99820,CS,19,Male,4.0,0.1459462826514108,Federal Grant,Paid,1
99034,Computer Science,24,Female,2.76,0.5873898814593421,Private Scholarship,Paid,0
15641,Arts,23,Male,3.93,0.2072393242994059,Student Loan,Paid,1
55407,CompSci,24,Male,3.01,0.0847078049501451,Private Scholarship,Delinquent,1
77888,Mathematics,22,Female,2.07,0.039227270624963,Federal Grant,Deferred,1
24085,Computer Science,17,Male,2.41,0.178462168399332,Student Loan,Paid,1
68709,CS,21,Female,2.77,0.0289495916720003,Federal Grant,Paid,1
13233,Business,27,Male,2.71,0.2113258680614217,No Aid,Paid,1
20942,CS,24,Female,3.63,0.0019924462845651,Private Scholarship,Paid,1
12913,Business,23,Female,3.57,0.2092661420755057,Student Loan,Paid,1
59213,Mathematics,33,Male,2.25,0.0647073618453072,Private Scholarship,Paid,1
96952,CS,23,Male,5.5,0.3251277415782662,Federal Grant,Paid,1
40417,Arts,26,Male,3.42,0.1360756558966531,Federal Grant,Paid,1
23393,Arts,22,Female,2.85,0.0691114834571835,Student Loan,Paid,1
92374,Mathematics,21,Male,2.34,0.1694951134271614,Private Scholarship,Deferred,1
63650,CS,23,Male,2.17,0.057368327510065,No Aid,Deferred,1
73117,CS,19,Female,2.43,0.3293679854868229,Student Loan,Deferred,0
39366,Business,24,Male,3.92,0.0335053240683388,No Aid,Deferred,1
99179,CompSci,20,Male,2.17,0.3146535050992106,Private Scholarship,Deferred,0
44938,Arts,26,Male,3.1,0.279512510866974,Student Loan,Paid,0
29794,Business,17,Male,2.05,0.4222132601245071,Federal Grant,Deferred,0
42051,Computer Science,20,Male,3.81,0.153177705957467,,Deferred,1
90630,Mathematics,20,Male,3.02,0.0029003659889744,Private Scholarship,Paid,1
62103,Mathematics,20,Male,3.87,0.1424545545474138,No Aid,Paid,1
82344,CompSci,23,Male,2.65,0.1852063789894978,Private Scholarship,Paid,1
71225,CS,21,Male,2.81,0.0876799296683371,Private Scholarship,Paid,1
61396,Mathematics,18,Female,3.5,0.3890651699779367,Student Loan,Paid,0
25463,CompSci,22,Female,3.88,0.1482578645694242,Student Loan,Delinquent,1
38021,Computer Science,20,Female,2.28,0.0678743714852807,Private Scholarship,Paid,1
64809,Mathematics,23,Female,2.8,0.1940933636147423,No Aid,Paid,1
70967,Computer Science,22,Male,3.94,0.2001619478718561,Private Scholarship,Deferred,1
99196,Arts,23,Male,2.65,0.1461008597570819,Private Scholarship,Deferred,1
43101,Business,35,Female,3.87,0.1873350112844315,Private Scholarship,Paid,1
70547,Mathematics,24,Male,3.24,0.1944564331054424,Federal Grant,Paid,1
38863,Mathematics,35,Male,2.96,0.0035705035827094,Private Scholarship,Paid,1
58059,CS,23,Male,2.66,0.2729805367624237,Federal Grant,Deferred,1
36871,Computer Science,20,Male,3.02,0.0057196257892226,No Aid,Paid,1
58647,Business,21,Male,3.31,0.0201889563672563,No Aid,Paid,1
94492,CompSci,21,Female,3.42,0.3037777186393205,No Aid,Paid,1
81020,Business,20,Male,2.15,0.2390219654758792,Private Scholarship,Paid,1
95873,Mathematics,20,Male,3.28,0.0706135853931152,Federal Grant,Paid,1
49755,Arts,19,Female,3.78,0.1421994128320636,Private Scholarship,Paid,1
45412,Computer Science,45,Male,2.85,0.248671383262544,No Aid,Paid,1
33313,Mathematics,29,Male,2.5,0.2036366039565051,Student Loan,Paid,1
11956,CompSci,18,Male,3.4,0.1040087542293019,,Delinquent,1
65703,CompSci,24,Male,2.23,0.0760287854604817,Private Scholarship,Paid,1
22725,Mathematics,22,Male,3.87,0.639628126481562,Student Loan,Deferred,0
21930,Arts,20,Non-binary,3.03,0.0069111542771629,No Aid,Paid,1
26898,Mathematics,24,Male,3.32,0.4887919363274544,Federal Grant,Deferred,0
39459,Mathematics,20,Male,2.7,0.3352681667078094,Student Loan,Paid,1
69329,Computer Science,19,Non-binary,2.86,0.3686425175938282,Federal Grant,Paid,0
63904,CS,23,Female,3.15,0.1892264364675953,Student Loan,Paid,1
46829,CompSci,25,Male,3.97,0.6437550984286635,Private Scholarship,Paid,0
70168,Computer Science,21,Male,3.4,0.1543257666887151,Federal Grant,Deferred,1
66346,CompSci,23,Female,3.87,0.1351045150702698,No Aid,Delinquent,1
38046,Mathematics,27,Female,3.91,0.2282459198863785,No Aid,Paid,1
17726,CompSci,27,Female,3.56,0.0827774913932556,No Aid,Paid,1
67945,Arts,23,Non-binary,2.08,0.3538790760593296,Student Loan,Paid,0
49848,Arts,24,Male,2.54,0.3077317707214566,No Aid,Paid,1
11738,Arts,22,Male,3.61,0.2425179452879489,No Aid,Delinquent,1
82924,Business,21,Female,2.03,0.4036450088890974,Student Loan,Paid,0
70316,CompSci,23,Female,2.97,0.1695072867504612,Federal Grant,Paid,1
49964,Arts,39,Male,3.53,0.1291911300719493,Private Scholarship,Delinquent,1
26269,Business,20,Female,3.86,0.6598740833978042,No Aid,Paid,0
50622,Computer Science,18,Male,2.88,0.1548237417953149,No Aid,Paid,1
53485,Computer Science,20,Female,3.66,0.3401113626394791,No Aid,Paid,1
44917,Arts,26,Male,2.91,0.4655458396700035,Private Scholarship,Paid,0
54806,Business,21,Female,2.29,0.1756426333708335,Private Scholarship,Paid,1
55442,CompSci,25,Male,2.91,0.1651790310630291,Private Scholarship,Paid,1
44144,Arts,23,Female,2.88,0.0112958633253055,Federal Grant,Paid,1
64744,Computer Science,29,Male,3.05,0.100637031212047,Student Loan,Paid,1
58914,CompSci,20,Non-binary,3.86,0.0024812577992003,No Aid,Delinquent,1
41091,CS,17,Male,3.24,0.2250600813839391,Student Loan,Paid,1
18774,Arts,20,Male,2.18,0.0732551538183391,Student Loan,Paid,1
71060,CS,17,Male,2.86,0.4349335725604853,No Aid,Paid,0
77327,Arts,23,Female,5.5,0.1435956578940904,No Aid,Paid,1
23800,Business,32,Male,3.65,0.5235388605623,Student Loan,Paid,0
21796,Business,26,Male,3.03,0.0656391515750061,Federal Grant,Delinquent,1
76289,CompSci,18,Female,2.86,0.0748438510403769,No Aid,Deferred,1
71412,CS,19,Male,2.27,0.0679999162138958,No Aid,Paid,1
89247,CS,21,Male,3.56,0.0339819858389838,No Aid,Deferred,1
74545,Business,20,Female,3.54,0.1042036364447612,Private Scholarship,Paid,1
25351,Mathematics,20,Female,2.4,0.1517529082945645,Student Loan,Paid,1
90970,CompSci,20,Male,3.32,0.0320681843306447,Federal Grant,Paid,1
32657,CompSci,22,Female,2.17,0.0982505392805434,Federal Grant,Paid,1
81298,Computer Science,21,Female,3.16,0.0313914015705722,No Aid,Paid,1
78298,Business,21,Female,3.09,0.0483720500167093,No Aid,Deferred,1
53615,Computer Science,18,Male,2.25,0.0937144041350796,Private Scholarship,Paid,1
33692,Mathematics,31,Female,3.33,0.0042779054828761,No Aid,Paid,1
38665,Computer Science,37,Male,2.17,0.1943634317458747,No Aid,Paid,1
10347,Mathematics,27,Male,3.63,0.0757078549804378,Student Loan,Deferred,1
79068,Computer Science,24,Male,2.3,0.2000322806766717,Student Loan,Paid,1
65057,Business,20,Male,2.85,0.0910271338352076,Private Scholarship,Deferred,1
75243,Mathematics,17,Non-binary,3.7,0.0322174153088454,Federal Grant,Paid,1
48290,CompSci,19,Female,2.13,0.2411416581593921,No Aid,Paid,1
80723,Business,20,Female,3.6,0.156963607175799,No Aid,Deferred,1
36779,Business,23,Male,3.49,0.0999272843243627,,Deferred,1
13242,Arts,20,Male,2.58,0.0676688906114755,Private Scholarship,Deferred,1
27146,CS,24,Female,3.79,0.3890070909197535,Student Loan,Paid,1
90328,CompSci,17,Male,3.83,0.0607209775863039,No Aid,Paid,1
80890,Computer Science,18,Female,3.46,0.0563059633924584,Federal Grant,Delinquent,1
51636,Business,47,Female,3.65,0.2344519181762788,Federal Grant,Paid,1
55230,Computer Science,22,Female,2.29,0.0483763262812015,Private Scholarship,Paid,1
27436,Business,23,Non-binary,2.88,0.4385393390947211,No Aid,Paid,0
89840,CompSci,22,Female,3.94,0.1693635991658646,Student Loan,Paid,1
39551,Business,24,Male,2.19,0.007173731490045,Federal Grant,Paid,1
89017,Computer Science,23,Male,2.83,0.0198058523347879,Private Scholarship,Paid,1
22950,Computer Science,20,Female,3.92,0.2544123349766939,Federal Grant,Delinquent,1
99803,CompSci,28,Female,3.17,0.1940667453834319,Student Loan,Deferred,1
54167,Computer Science,18,Male,2.06,0.1299080628328553,Student Loan,Deferred,1
67322,Mathematics,23,Male,3.7,0.0568707012696786,Federal Grant,Paid,1
58782,Business,20,Female,2.65,0.0163396502626522,No Aid,Delinquent,1
81791,Mathematics,23,Male,2.07,0.1462958533473373,Federal Grant,Deferred,1
25644,CS,36,Female,3.66,0.0268503945394194,Federal Grant,Deferred,1
18768,CS,21,Male,3.49,0.5765159393909053,Private Scholarship,Deferred,0
34585,Arts,24,Male,3.06,0.6892825508824466,Student Loan,Delinquent,0
12449,Arts,21,Female,2.73,0.4449449568129497,Federal Grant,Paid,0
89005,Business,24,Female,3.52,0.1082615233095441,No Aid,Paid,1
42480,Computer Science,20,Female,3.2,0.1640269139875264,Federal Grant,Paid,1
58027,CompSci,28,Male,2.47,0.0053464545842778,No Aid,Deferred,1
58488,CS,23,Male,3.76,0.3326462249922424,No Aid,Paid,1
60059,Computer Science,19,Male,3.07,0.0653311933635828,Student Loan,Deferred,1
54718,Arts,31,Female,3.72,0.0548485882003775,No Aid,Paid,1
40405,CompSci,17,Female,2.17,0.0926977415376554,Federal Grant,Deferred,1
24956,Business,38,Female,2.46,0.2855300032921921,Federal Grant,Paid,1
86085,Computer Science,18,Male,2.63,0.2113161736329878,Private Scholarship,Paid,1
84891,Mathematics,22,Male,3.69,0.0603640246397159,No Aid,Deferred,1
24904,Business,25,Female,3.74,0.0629464897378465,Student Loan,Paid,1
72033,CS,29,Female,3.54,0.2151056322101848,No Aid,Paid,1
97418,Business,23,Male,3.17,0.0574509959339258,Private Scholarship,Paid,1
55191,Business,22,Female,2.91,0.0933153949919527,Private Scholarship,Delinquent,1
61637,CompSci,20,Female,2.19,0.0628405186330371,Private Scholarship,Deferred,1
77341,CS,33,Female,3.31,0.0416446855183094,No Aid,Paid,1
70826,Arts,20,Male,3.67,0.0396584599289367,Student Loan,Deferred,1
73661,CompSci,20,Female,3.72,0.3189656152296563,Private Scholarship,Deferred,1
33011,Business,24,Female,2.48,0.1052448757601358,Private Scholarship,Paid,1
28775,Computer Science,17,Female,3.17,0.056399276739371,No Aid,Paid,1
92319,Mathematics,22,Female,3.89,0.0760907542492489,Private Scholarship,Paid,1
61139,Mathematics,23,Female,3.71,0.0336281174317994,Student Loan,Deferred,1
77540,CompSci,25,Male,2.31,0.1524665590727074,Private Scholarship,Paid,1
26774,Computer Science,25,Male,2.78,0.0183268544288106,Private Scholarship,Delinquent,1
34735,Mathematics,21,Male,2.2,0.1360692742571856,Student Loan,Paid,1
34135,Computer Science,23,Male,3.67,0.3869847222591489,Student Loan,Deferred,1
17652,Arts,20,Female,3.21,0.0510752315718103,No Aid,Paid,1
81553,Arts,21,Female,3.4,0.0804896418044914,Federal Grant,Paid,1
59219,CompSci,20,Male,2.33,0.0312199900435855,Student Loan,Paid,1
26253,CS,20,Female,3.45,0.0805823006478486,No Aid,Paid,1
57699,Computer Science,25,Male,2.45,0.0652053816726322,Student Loan,Paid,1
61791,Computer Science,24,Non-binary,3.95,0.3197350450124725,Private Scholarship,Paid,1
72454,CS,34,Male,3.75,0.2440320194404072,Federal Grant,Delinquent,1
67337,Business,24,Male,2.03,0.443871667548697,Private Scholarship,Deferred,0
59878,Business,22,Prefer not to say,3.35,0.0491818542352334,Federal Grant,Paid,1
45387,Business,23,Female,2.67,0.1365049569395796,Federal Grant,Deferred,1
96459,CompSci,26,Female,3.37,0.1896872110210001,Student Loan,Paid,1
62255,Business,17,Male,2.35,0.272649102278498,No Aid,Deferred,1
32919,CompSci,19,Female,2.55,0.6141713854407198,Private Scholarship,Paid,0
81773,CS,21,Male,2.09,0.0374086218308196,,Paid,1
80682,Computer Science,22,Male,2.74,0.3616327810120933,Private Scholarship,Deferred,0
16423,Mathematics,19,Male,3.21,0.0059685003054272,No Aid,Deferred,1
79901,Mathematics,22,Female,3.74,0.0777404027784565,Private Scholarship,Paid,1
50946,CompSci,19,Female,2.42,0.1018947515815005,Private Scholarship,Deferred,1
87540,CompSci,17,Male,3.76,0.1159711133155144,Federal Grant,Paid,1
52004,Arts,20,Female,3.61,0.0179648587463514,No Aid,Delinquent,1
74882,Computer Science,23,Male,3.3,0.2142836781133131,Student Loan,Delinquent,1
20213,CS,22,Non-binary,3.72,0.3833507574410406,Private Scholarship,Paid,0
31907,Computer Science,17,Male,2.65,0.1377057534660611,Private Scholarship,Paid,1
25990,Arts,22,Female,3.88,0.0603750756209245,Student Loan,Deferred,1
27713,CompSci,25,Male,2.36,0.4303157373250982,No Aid,Delinquent,0
57778,Computer Science,23,Male,3.16,0.186833992763617,Federal Grant,Paid,1
68713,CompSci,24,Female,2.93,0.1528425114751581,No Aid,Paid,1
43652,Mathematics,22,Male,3.5,0.6242757758005271,Federal Grant,Paid,0
12946,Computer Science,23,Female,2.7,0.1008946366556312,Student Loan,Paid,1
60148,CS,20,Male,3.84,0.1210445285006488,Student Loan,Paid,1
42056,Mathematics,44,Female,2.19,5.87411844663804e-05,Federal Grant,Paid,1
16009,CS,19,Male,3.23,0.1831390925019611,No Aid,Deferred,1
28600,CS,21,Female,2.15,0.0631263754694164,Federal Grant,Paid,1
93598,CompSci,20,Female,3.94,0.0294909149359159,No Aid,Paid,1
62925,CS,18,Male,2.4,0.0386724647621045,No Aid,Delinquent,1
61120,Arts,21,Female,3.55,0.1268271522266124,No Aid,Paid,1
44430,Business,20,Male,3.46,0.0250436397255001,Private Scholarship,Paid,1
14413,CS,20,Male,3.95,0.0280328977200871,Federal Grant,Paid,1
37123,Computer Science,24,Male,3.87,0.0351489341973536,Federal Grant,Paid,1
39389,Arts,22,Male,3.74,0.0409262349561844,Federal Grant,Paid,1
54019,CompSci,21,Female,3.29,0.1118531195543433,Private Scholarship,Paid,1
48504,CompSci,23,Female,3.04,0.1916274051707926,Federal Grant,Paid,1
48387,Arts,21,Female,2.4,0.0286488250974078,Student Loan,Paid,1
93823,Business,39,Male,3.27,0.1325990412016996,No Aid,Deferred,1
91379,CompSci,22,Male,3.43,0.1681512918175521,Private Scholarship,Paid,1
37819,CompSci,21,Female,3.89,0.3318074623150775,Federal Grant,Paid,1
13580,Mathematics,21,Non-binary,2.56,0.0297827333821145,Student Loan,Paid,1
47881,Mathematics,37,Female,2.72,0.1895164616031212,Private Scholarship,Paid,1
89375,Mathematics,24,Female,2.9,0.0625307473024382,No Aid,Paid,1
40223,Business,21,Female,3.38,0.1874022396764529,Private Scholarship,Paid,1
20930,Arts,21,Female,3.68,0.2593833216965587,Federal Grant,Deferred,1
28365,CompSci,22,Male,2.52,0.4002987324771409,No Aid,Paid,1
96025,CompSci,22,Female,3.08,0.0795879305480944,Private Scholarship,Deferred,1
12320,CompSci,19,Male,2.5,0.0120747298256642,No Aid,Paid,1
62240,CS,22,Male,2.93,0.1733424148823218,Student Loan,Paid,1
36031,CompSci,36,Female,3.87,0.1903545446984721,Federal Grant,Paid,1
66315,CompSci,20,Female,3.77,0.2535990082174093,Private Scholarship,Deferred,1
48803,Arts,24,Male,2.92,0.1230041710929925,Federal Grant,Paid,1
36985,Computer Science,18,Male,2.73,0.2285941084553966,Federal Grant,Paid,1
94753,Computer Science,27,Male,3.09,0.1054702991943036,Private Scholarship,Paid,1
49295,CompSci,19,Female,3.47,0.023839691890532,Student Loan,Deferred,1
62391,CS,30,Female,2.23,0.0654788078662105,Federal Grant,Paid,1
88174,CS,27,Male,2.45,0.1778701693749501,Federal Grant,Paid,1
19830,Business,25,Male,2.24,0.0738778269101502,Private Scholarship,Deferred,1
13319,Business,22,Female,2.04,0.0978081624010453,Private Scholarship,Paid,1
66932,Arts,37,Female,3.57,0.2267414873887029,Federal Grant,Paid,1
52552,CompSci,19,Female,2.75,0.3858057695134547,Federal Grant,Paid,1
10980,Mathematics,22,Female,3.53,0.0692055320380741,No Aid,Delinquent,1
72991,CS,21,Male,2.99,0.48083740154617,Private Scholarship,Paid,0
56549,Mathematics,17,Male,3.37,0.1349741347741362,Federal Grant,Deferred,1
75405,Business,23,Male,3.0,0.572521675055346,No Aid,Paid,0
74861,CS,19,Non-binary,2.97,0.2799236387892034,Private Scholarship,Paid,1
78432,Mathematics,24,Male,3.77,0.3942554341098174,No Aid,Paid,0
35713,CompSci,19,Male,3.28,0.148438125847295,Student Loan,Paid,1
13803,Mathematics,24,Male,2.22,0.4330231634865348,No Aid,Deferred,0
37998,Business,23,Male,3.14,0.0067776972268757,No Aid,Deferred,1
77304,CS,26,Male,2.28,0.0100728627682666,Private Scholarship,Paid,1
40065,CS,23,Female,3.16,0.2783957296178053,No Aid,Delinquent,1
57572,CS,21,Non-binary,3.32,0.1440387067452672,Student Loan,Paid,1
48857,CompSci,25,Female,2.39,0.6379366006769507,Student Loan,Paid,0
58832,CS,21,Male,2.32,0.2424917998059374,No Aid,Paid,1
84183,Mathematics,18,Male,2.37,0.0328225698439951,No Aid,Deferred,1
41029,Computer Science,35,Male,3.65,0.0679295351568366,Private Scholarship,Delinquent,1
22396,Arts,27,Female,2.32,0.2809865896711566,Private Scholarship,Paid,1
46805,Arts,23,Female,3.56,0.5101277761048156,Student Loan,Delinquent,0
94633,Computer Science,27,Female,2.04,0.2292787810896104,No Aid,Paid,1
50064,Arts,22,Male,3.65,0.4102571123445854,No Aid,Paid,0
50341,CompSci,22,Female,2.49,0.062838312512159,Student Loan,Paid,1
52209,Mathematics,22,Non-binary,2.38,0.0781589902097086,Student Loan,Paid,1
77569,Arts,20,Female,3.26,0.3064335810961544,No Aid,Delinquent,1
26424,CompSci,20,Female,3.74,0.3673595402085939,Student Loan,Paid,1
27575,Computer Science,21,Female,3.43,0.1358377695432905,Private Scholarship,Paid,1
87279,Arts,33,Male,3.12,0.2507352118400247,Federal Grant,Paid,1
72724,CS,27,Male,2.48,0.0057019788881955,Federal Grant,Paid,1
45077,Computer Science,38,Female,2.82,0.3700177203780563,Student Loan,Paid,0
51523,Computer Science,21,Female,3.72,0.2283696053864893,Student Loan,Delinquent,1
90776,Computer Science,20,Male,3.6,0.3957609572975045,Federal Grant,Deferred,0
88141,CompSci,23,Female,2.44,0.0025865601191967,Student Loan,Paid,1
76792,Business,21,Male,3.75,0.3659437340341621,Student Loan,Deferred,1
52791,CompSci,24,Female,2.48,0.1371047442715363,Private Scholarship,Paid,1
43753,Business,22,Male,3.97,0.2438382716578014,Federal Grant,Deferred,1
30985,CompSci,20,Male,3.49,0.0274202725876383,Student Loan,Paid,1
68991,Arts,30,Female,3.42,0.0577308675143881,No Aid,Paid,1
14881,Arts,18,Male,3.17,0.0091499894605958,No Aid,Paid,1
42011,Arts,22,Male,3.71,0.0916698786290397,Federal Grant,Paid,1
24041,Computer Science,42,Male,3.77,0.1204500142449245,Private Scholarship,Paid,1
99091,CS,21,Male,2.51,0.6449298777478879,No Aid,Paid,0
66939,Mathematics,20,Female,3.58,0.1733642683056512,No Aid,Paid,1
25697,Business,21,Female,2.33,0.1939383733442209,No Aid,Paid,1
15047,CompSci,19,Prefer not to say,2.79,0.26042012308995,Student Loan,Deferred,1
25969,Arts,23,Male,3.83,0.0946531310571381,Student Loan,Deferred,1
47241,CS,21,Female,2.61,0.0828447246368949,Federal Grant,Paid,1
